time,device_id,temperature_1,temperature_2,temperature_3,humidity,light_cycle_duration,temp_change_1,temp_change_2,temp_change_3,humidity_change
2024-07-25T08:28:19.384086858Z,eui-a8610a343237920e,7.3,8.1,4.2,79.5,,,,,
2024-07-25T08:30:40.461795695Z,eui-a8610a343237920e,7.6,8.1,4.4,79.5,,,,,
2024-07-25T09:04:46.012876964Z,eui-a8610a343237920e,8.2,9.2,4.9,80,,,,,
2024-07-25T09:10:57.261414298Z,eui-a8610a343237920e,8.5,9.2,5.3,80,,,,,
2024-07-25T09:34:50.191522629Z,eui-a8610a343237920e,8.9,9.4,5.6,79.5,,,,,
2024-07-25T09:51:02.748563523Z,eui-a8610a343237920e,7,9.7,4,76,,,,,
2024-07-25T10:28:36.724263379Z,eui-a8610a343237920e,7.3,8.4,2.6,87.5,,,,,
2024-07-25T10:36:17.117138133Z,eui-a8610a343237920e,7.3,8.4,2.2,87.5,,,,,
2024-07-25T11:12:33.472027405Z,eui-a8610a343237920e,7.3,7.8,1.6,87.5,,,,,
2024-07-25T11:41:20.400962541Z,eui-a8610a343237920e,7.1,8.1,3.9,74,,,,,
2024-07-25T11:51:22.993170228Z,eui-a8610a343237920e,7.4,8.1,4.2,75,,,,,
2024-07-25T12:28:55.887500768Z,eui-a8610a343237920e,9.3,9.8,5.5,99.5,21,2.6,,0.9,23.5
2024-07-25T12:55:09.798238877Z,eui-a8610a343237920e,8.9,9.4,4,86.5,,,,,
2024-07-25T13:05:11.330287041Z,eui-a8610a343237920e,8.9,9.4,3.3,86.5,,,,,
2024-07-25T13:11:22.677731572Z,eui-a8610a343237920e,8.9,8.9,2.8,86.5,,,,,
2024-07-25T13:32:28.898872057Z,eui-a8610a343237920e,8.7,10.8,3.7,99.5,11,,,,
2024-07-25T13:42:54.794411248Z,eui-a8610a343237920e,6.6,9.5,3,99.5,,,,,
2024-07-25T13:52:28.691309663Z,eui-a8610a343237920e,10.9,10.2,3.7,97,10,,,,
2024-07-25T14:02:29.673569518Z,eui-a8610a343237920e,7.1,9.1,2.7,91.5,,,,,
2024-07-25T14:12:30.66005829Z,eui-a8610a343237920e,7.1,9,2.4,91.5,,,,,
2024-07-25T14:32:16.490335298Z,eui-a8610a343237920e,7.1,8.5,2.2,91.5,,,,,
2024-07-25T14:39:56.862911243Z,eui-a8610a343237920e,7.1,8.3,2,91.5,,,,,
2024-07-25T14:47:37.303085563Z,eui-a8610a343237920e,7.1,8.1,1.9,91.5,,,,,
2024-07-25T14:52:45.899915195Z,eui-a8610a343237920e,7.1,8.2,2.7,91.5,,,,,
2024-07-25T15:06:25.124172063Z,eui-a8610a343237920e,7.1,8.4,3.6,91.5,,,,,
2024-07-25T15:16:26.079691973Z,eui-a8610a343237920e,7.1,8.4,4,91.5,,,,,
2024-07-25T15:22:47.796166311Z,eui-a8610a343237920e,7.1,8.4,4.3,91.5,,,,,
2024-07-25T15:32:48.684613077Z,eui-a8610a343237920e,7.1,8.4,4.6,91.5,,,,,
2024-07-25T15:42:38.503095176Z,eui-a8610a343237920e,7.1,8.4,4.8,91.5,,,,,
2024-07-25T15:52:47.260872192Z,eui-a8610a343237920e,7.1,8.4,5.1,91.5,,,,,
2024-07-25T16:04:43.473433947Z,eui-a8610a343237920e,10.7,11.4,6.2,99.5,,,,,
2024-07-25T17:12:53.974720414Z,eui-a8610a343237920e,7.9,9,2.6,86,,,,,
2024-07-25T18:10:37.177098409Z,eui-a8610a343237920e,7.9,8.5,2,86,,,,,
2024-07-25T18:18:18.578455704Z,eui-a8610a343237920e,7.9,8.5,1.9,86,,,,,
2024-07-25T18:34:17.438538645Z,eui-a8610a343237920e,7.9,8.4,1.8,86,,,,,
2024-07-25T18:46:37.062544608Z,eui-a8610a343237920e,7.9,8.4,1.8,86,,,,,
2024-07-25T18:52:46.927958473Z,eui-a8610a343237920e,7.9,8.2,1.7,86,,,,,
2024-07-25T19:02:46.95478669Z,eui-a8610a343237920e,7.9,8.1,1.6,86,,,,,
2024-07-25T19:16:37.204432625Z,eui-a8610a343237920e,7.9,7.9,1.4,86,,,,,
2024-07-25T19:22:57.048496591Z,eui-a8610a343237920e,7.9,7.8,1.4,86,,,,,
2024-07-25T19:36:48.311139293Z,eui-a8610a343237920e,7.9,7.7,1.3,86,,,,,
2024-07-25T19:42:58.153469791Z,eui-a8610a343237920e,7.9,7.5,1.2,86,,,,,
2024-07-25T19:52:47.224280504Z,eui-a8610a343237920e,7.9,7.6,1.8,86,,,,,
2024-07-25T20:10:27.66715809Z,eui-a8610a343237920e,7.9,7.9,2.9,86,,,,,
2024-07-25T20:14:17.851867647Z,eui-a8610a343237920e,7.9,8.1,3.4,86,,,,,
2024-07-25T20:22:48.193621741Z,eui-a8610a343237920e,7.9,8.3,3.8,86,,,,,
2024-07-25T20:32:49.159583695Z,eui-a8610a343237920e,7.9,8.5,4,86,,,,,
2024-07-25T21:02:51.805085526Z,eui-a8610a343237920e,7.9,9.1,4.7,86,,,,,
2024-07-25T21:16:53.854029944Z,eui-a8610a343237920e,7.9,9.2,4.8,86,,,,,
2024-07-25T21:23:04.425284187Z,eui-a8610a343237920e,7.9,9.2,5,86,,,,,
2024-07-25T21:40:34.618403769Z,eui-a8610a343237920e,7.9,9.6,5.2,86,,,,,
2024-07-25T21:44:24.830061981Z,eui-a8610a343237920e,7.9,9.6,5.4,86,,,,,
2024-07-25T21:52:55.789226946Z,eui-a8610a343237920e,7.9,9.3,4.2,86,,,,,
2024-07-25T22:02:56.690457053Z,eui-a8610a343237920e,7.9,8.9,3.3,86,,,,,
2024-07-25T22:16:56.86688375Z,eui-a8610a343237920e,7.9,8.6,2.7,86,,,,,
2024-07-25T22:23:07.565320231Z,eui-a8610a343237920e,7.9,8.3,2.4,86,,,,,
2024-07-25T22:43:08.542535328Z,eui-a8610a343237920e,7.9,7.9,1.6,86,,,,,
2024-07-25T23:12:57.2310712Z,eui-a8610a343237920e,7.4,10.1,3,89.5,,,,,
2024-07-25T23:23:06.097453853Z,eui-a8610a343237920e,6.9,9.4,2.7,83.5,,,,,
2024-07-25T23:33:07.022013142Z,eui-a8610a343237920e,6.9,9.4,2.3,83.5,,,,,
2024-07-25T23:42:58.954073159Z,eui-a8610a343237920e,6.9,8.6,2,83.5,,,,,
2024-07-25T23:52:59.954834918Z,eui-a8610a343237920e,6.9,8.3,1.9,83.5,,,,,
2024-07-26T00:03:09.961204754Z,eui-a8610a343237920e,6.9,8,1.7,83.5,,,,,
2024-07-26T00:12:59.921310411Z,eui-a8610a343237920e,6.9,7.9,1.6,83.5,,,,,
2024-07-26T00:22:59.957483382Z,eui-a8610a343237920e,6.9,7.7,1.5,83.5,,,,,
2024-07-26T00:33:10.992952188Z,eui-a8610a343237920e,6.9,7.6,1.4,83.5,,,,,
2024-07-26T00:43:00.104726466Z,eui-a8610a343237920e,6.9,7.5,1.4,83.5,,,,,
2024-07-26T00:52:59.500082972Z,eui-a8610a343237920e,6.9,7.4,1.4,83.5,,,,,
2024-07-26T01:02:59.623395956Z,eui-a8610a343237920e,6.9,7.3,1.3,83.5,,,,,
2024-07-26T01:12:59.729969479Z,eui-a8610a343237920e,6.9,7.2,1.3,83.5,,,,,
2024-07-26T01:22:59.84182258Z,eui-a8610a343237920e,6.9,7.1,1.2,83.5,,,,,
2024-07-26T01:33:08.938180035Z,eui-a8610a343237920e,6.9,7.1,1.1,83.5,,,,,
2024-07-26T01:43:00.130543225Z,eui-a8610a343237920e,6.9,7,1.1,83.5,,,,,
2024-07-26T01:53:00.341197039Z,eui-a8610a343237920e,6.9,7,1,83.5,,,,,
2024-07-26T02:03:43.359989393Z,eui-a8610a343237920e,6.9,6.9,1,83.5,,,,,
2024-07-26T02:13:14.326544488Z,eui-a8610a343237920e,6.9,7,1.3,83.5,,,,,
2024-07-26T02:23:02.305675171Z,eui-a8610a343237920e,6.9,7.4,2.4,83.5,,,,,
2024-07-26T02:33:11.684016427Z,eui-a8610a343237920e,6.9,7.8,3.1,83.5,,,,,
2024-07-26T02:43:02.619059419Z,eui-a8610a343237920e,6.9,8.1,3.6,83.5,,,,,
2024-07-26T02:54:01.85702603Z,eui-a8610a343237920e,6.9,8.4,3.8,83.5,,,,,
2024-07-26T03:03:04.485603299Z,eui-a8610a343237920e,6.9,8.6,4,83.5,,,,,
2024-07-26T03:13:47.581144451Z,eui-a8610a343237920e,6.9,8.8,4.3,83.5,,,,,
2024-07-26T03:23:07.942934829Z,eui-a8610a343237920e,6.9,9,4.4,83.5,,,,,
2024-07-26T03:36:58.991944914Z,eui-a8610a343237920e,6.9,9.3,4.6,83.5,,,,,
2024-07-26T03:43:09.539650245Z,eui-a8610a343237920e,6.9,9.4,4.8,83.5,,,,,
2024-07-26T03:53:10.312158656Z,eui-a8610a343237920e,6.9,9.7,5,83.5,,,,,
2024-07-26T04:03:09.235798238Z,eui-a8610a343237920e,6.9,9.9,5.2,83.5,,,,,
2024-07-26T04:13:10.009000987Z,eui-a8610a343237920e,6.9,9.8,4.5,83.5,,,,,
2024-07-26T04:23:18.817815558Z,eui-a8610a343237920e,6.9,9.4,3.5,83.5,,,,,
2024-07-26T04:33:53.868652845Z,eui-a8610a343237920e,6.9,9.1,2.8,83.5,,,,,
2024-07-26T04:43:13.267136439Z,eui-a8610a343237920e,6.9,8.9,2.4,83.5,,,,,
2024-07-26T04:57:03.382324848Z,eui-a8610a343237920e,6.9,8.7,2.2,83.5,,,,,
2024-07-26T05:03:13.094508185Z,eui-a8610a343237920e,6.9,8.6,2,83.5,,,,,
2024-07-26T05:17:14.289722406Z,eui-a8610a343237920e,6.9,8.4,1.8,83.5,,,,,
2024-07-26T05:27:03.22889885Z,eui-a8610a343237920e,6.9,8.3,1.7,83.5,,,,,
2024-07-26T05:40:53.47845775Z,eui-a8610a343237920e,6.9,8.2,1.6,83.5,,,,,
2024-07-26T05:47:03.32908164Z,eui-a8610a343237920e,6.9,8.1,1.5,83.5,,,,,
2024-07-26T05:53:24.220781016Z,eui-a8610a343237920e,6.9,8,1.4,83.5,,,,,
2024-07-26T06:03:23.277817945Z,eui-a8610a343237920e,6.9,7.9,1.3,83.5,,,,,
2024-07-26T06:17:03.534130261Z,eui-a8610a343237920e,6.9,7.9,1.2,83.5,,,,,
2024-07-26T06:23:13.321558268Z,eui-a8610a343237920e,6.9,7.8,1.1,83.5,,,,,
2024-07-26T06:33:13.397781361Z,eui-a8610a343237920e,6.9,7.7,1,83.5,,,,,
2024-07-26T06:43:13.413578387Z,eui-a8610a343237920e,6.9,7.6,1,83.5,,,,,
2024-07-26T07:01:05.86480983Z,eui-a8610a343237920e,6.9,7.6,0.9,83.5,,,,,
2024-07-26T07:04:44.048707531Z,eui-a8610a343237920e,6.9,7.5,0.8,83.5,,,,,
2024-07-26T07:33:26.618370813Z,eui-a8610a343237920e,6.9,7.3,0.7,83.5,,,,,
2024-07-26T07:43:16.709970827Z,eui-a8610a343237920e,6.9,7.3,0.7,83.5,,,,,
2024-07-26T07:57:07.033439956Z,eui-a8610a343237920e,6.9,7.2,0.6,83.5,,,,,
2024-07-26T08:07:07.087537258Z,eui-a8610a343237920e,6.9,7.2,0.6,83.5,,,,,
2024-07-26T08:13:26.980849633Z,eui-a8610a343237920e,6.9,7.2,0.6,83.5,,,,,
2024-07-26T08:23:17.078002021Z,eui-a8610a343237920e,6.9,7.2,0.5,83.5,,,,,
2024-07-26T08:33:27.178845419Z,eui-a8610a343237920e,6.9,7.2,0.5,83.5,,,,,
2024-07-26T08:43:17.279301108Z,eui-a8610a343237920e,6.9,7.2,0.5,83.5,,,,,
2024-07-26T08:53:17.419616772Z,eui-a8610a343237920e,6.9,7.1,0.4,83.5,,,,,
2024-07-26T09:03:17.491012513Z,eui-a8610a343237920e,6.9,7.1,0.4,83.5,,,,,
2024-07-26T09:13:29.574521692Z,eui-a8610a343237920e,6.9,7.1,0.4,83.5,,,,,
2024-07-26T09:23:17.641402472Z,eui-a8610a343237920e,6.9,7,0.3,83.5,,,,,
2024-07-26T09:33:17.784106057Z,eui-a8610a343237920e,6.9,7,0.3,83.5,,,,,
2024-07-26T09:43:16.798880962Z,eui-a8610a343237920e,6.9,7,0.3,83.5,,,,,
2024-07-26T09:59:11.541108229Z,eui-a8610a343237920e,6.9,7,0.2,83.5,,,,,
2024-07-26T10:03:28.136041136Z,eui-a8610a343237920e,6.9,6.9,0.2,83.5,,,,,
2024-07-26T10:13:18.294815562Z,eui-a8610a343237920e,6.9,6.9,0.2,83.5,,,,,
2024-07-26T10:23:18.380913082Z,eui-a8610a343237920e,6.9,6.9,0.2,83.5,,,,,
2024-07-26T10:33:18.468613709Z,eui-a8610a343237920e,6.9,6.8,0.1,83.5,,,,,
2024-07-26T10:47:19.763129043Z,eui-a8610a343237920e,6.9,6.8,0.1,83.5,,,,,
2024-07-26T10:53:28.647575388Z,eui-a8610a343237920e,6.9,6.8,0.1,83.5,,,,,
2024-07-26T11:03:18.812102845Z,eui-a8610a343237920e,6.9,6.8,0.1,83.5,,,,,
2024-07-26T11:17:09.176237203Z,eui-a8610a343237920e,6.9,6.9,0.4,83.5,,,,,
2024-07-26T11:23:19.018963169Z,eui-a8610a343237920e,6.9,7.3,1.7,83.5,,,,,
2024-07-26T11:33:19.07114248Z,eui-a8610a343237920e,6.9,7.7,2.6,83.5,,,,,
2024-07-26T11:51:10.436469534Z,eui-a8610a343237920e,6.9,8,3.1,83.5,,,,,
2024-07-26T12:06:31.283152587Z,eui-a8610a343237920e,6.9,8.3,3.3,83.5,,,,,
2024-07-26T12:13:20.694707585Z,eui-a8610a343237920e,6.9,8.7,3.6,83.5,,,,,
2024-07-26T12:23:20.593365746Z,eui-a8610a343237920e,6.9,8.9,3.8,83.5,,,,,
2024-07-26T12:33:31.497274386Z,eui-a8610a343237920e,6.9,9.1,4,83.5,,,,,
2024-07-26T12:43:20.265951601Z,eui-a8610a343237920e,6.9,9.3,4.2,83.5,,,,,
2024-07-26T12:57:11.315552142Z,eui-a8610a343237920e,6.9,9.6,4.4,83.5,,,,,
2024-07-26T13:11:02.430978364Z,eui-a8610a343237920e,6.9,9.8,4.5,83.5,,,,,
2024-07-26T13:18:42.804373608Z,eui-a8610a343237920e,6.9,10,4.7,83.5,,,,,
2024-07-26T13:23:23.592384551Z,eui-a8610a343237920e,6.9,9.8,4.1,83.5,,,,,
2024-07-26T13:37:24.624698885Z,eui-a8610a343237920e,6.9,9.8,4.5,83.5,,,,,
2024-07-26T13:43:34.103309284Z,eui-a8610a343237920e,6.9,10.1,4.7,83.5,,,,,
2024-07-26T14:04:54.462363014Z,eui-a8610a343237920e,6.9,10.2,4.9,83.5,,,,,
2024-07-26T14:21:03.752327813Z,eui-a8610a343237920e,6.9,9.4,3.1,83.5,,,,,
2024-07-26T14:32:34.351067035Z,eui-a8610a343237920e,6.9,9.2,2.7,83.5,,,,,
2024-07-26T14:40:14.73193711Z,eui-a8610a343237920e,6.9,9,2.3,83.5,,,,,
2024-07-26T14:47:55.137410536Z,eui-a8610a343237920e,6.9,8.8,2.1,83.5,,,,,
2024-07-26T15:05:06.647306483Z,eui-a8610a343237920e,6.9,8.6,1.9,83.5,,,,,
2024-07-26T16:05:09.243372515Z,eui-a8610a343237920e,6.9,8.1,1.4,83.5,,,,,
2024-07-26T16:17:29.742093366Z,eui-a8610a343237920e,6.9,8.1,1.3,83.5,,,,,
2024-07-26T16:51:07.699986465Z,eui-a8610a343237920e,8.4,11.8,2.9,74,13,,,,
2024-07-26T17:02:38.293745665Z,eui-a8610a343237920e,9,12.6,3.1,71,34,,,,
2024-07-26T17:43:42.319634852Z,eui-a8610a343237920e,9,8.9,1.8,71,,,,,
2024-07-26T17:53:32.324212302Z,eui-a8610a343237920e,9,8.7,1.7,71,,,,,
2024-07-26T18:07:22.51597347Z,eui-a8610a343237920e,9,8.5,1.6,71,,,,,
2024-07-26T18:13:32.281911466Z,eui-a8610a343237920e,9,8.4,1.5,71,,,,,
2024-07-26T18:41:13.652355071Z,eui-a8610a343237920e,9,8.2,1.4,71,,,,,
2024-07-26T18:48:54.046834252Z,eui-a8610a343237920e,9,8.1,1.3,71,,,,,
2024-07-26T19:05:04.933584305Z,eui-a8610a343237920e,9,8.1,1.3,71,,,,,
2024-07-26T19:17:25.607199515Z,eui-a8610a343237920e,9,8,1.2,71,,,,,
2024-07-26T19:27:35.672195573Z,eui-a8610a343237920e,9,7.9,1.1,71,,,,,
2024-07-26T19:45:06.161454194Z,eui-a8610a343237920e,9,7.9,1.1,71,,,,,
2024-07-26T19:53:47.716578746Z,eui-a8610a343237920e,9,7.7,1,71,,,,,
2024-07-26T20:03:36.769401824Z,eui-a8610a343237920e,9,7.7,0.9,71,,,,,
2024-07-26T20:27:28.092623678Z,eui-a8610a343237920e,9,7.6,0.8,71,,,,,
2024-07-26T20:41:30.426351483Z,eui-a8610a343237920e,9,7.5,0.8,71,,,,,
2024-07-26T20:45:20.587194672Z,eui-a8610a343237920e,9,7.5,0.8,71,,,,,
2024-07-26T20:53:51.174570595Z,eui-a8610a343237920e,9,7.5,1,71,,,,,
2024-07-26T21:03:41.23881403Z,eui-a8610a343237920e,9,7.9,2.3,71,,,,,
2024-07-26T21:13:51.22118065Z,eui-a8610a343237920e,9,8.3,3.1,71,,,,,
2024-07-26T21:33:51.966015774Z,eui-a8610a343237920e,9,8.8,3.8,71,,,,,
2024-07-26T21:43:42.825225469Z,eui-a8610a343237920e,8.4,9.9,4.3,75,17,,,,
2024-07-26T21:53:43.633478155Z,eui-a8610a343237920e,8.4,9.9,4.5,72.5,,,,,
2024-07-26T22:27:46.895811783Z,eui-a8610a343237920e,8.4,10.2,4.9,72.5,,,,,
2024-07-26T22:33:57.374076075Z,eui-a8610a343237920e,8.4,10.3,4.9,72.5,,,,,
2024-07-26T22:43:47.032347505Z,eui-a8610a343237920e,8.4,10.2,4.6,72.5,,,,,
2024-07-26T23:05:28.458298389Z,eui-a8610a343237920e,8.3,10.7,3.8,81.5,10,,0.3,,
2024-07-27T01:01:47.385015057Z,eui-a8610a343237920e,8.2,7.9,1.2,78,,,,,
2024-07-27T01:09:28.780285477Z,eui-a8610a343237920e,8.2,7.9,1.1,78,,,,,
2024-07-27T01:41:39.653460509Z,eui-a8610a343237920e,8.2,7.7,0.9,78,,,,,
2024-07-27T01:57:00.574955859Z,eui-a8610a343237920e,8.2,7.7,0.9,78,,,,,
2024-07-27T02:51:56.963492561Z,eui-a8610a343237920e,8.2,7.4,0.6,78,,,,,
2024-07-27T03:14:07.917727075Z,eui-a8610a343237920e,8.2,7.3,0.5,78,,,,,
2024-07-27T03:27:59.29401544Z,eui-a8610a343237920e,8.2,7.3,0.4,78,,,,,
2024-07-27T03:41:49.617221697Z,eui-a8610a343237920e,8.2,7.3,0.4,78,,,,,
2024-07-27T04:12:01.996649299Z,eui-a8610a343237920e,8.2,7.2,0.3,78,,,,,
2024-07-27T04:27:22.82972115Z,eui-a8610a343237920e,8.2,7.2,0.3,78,,,,,
2024-07-27T04:54:26.376038551Z,eui-a8610a343237920e,8.2,7.1,0.2,78,,,,,
2024-07-28T06:54:44.385049169Z,eui-a8610a343237920e,11.7,13.1,6,74,30,,0.1,,
2024-07-28T07:05:44.166324893Z,eui-a8610a343237920e,10.3,12.9,4.5,72,,,,,
2024-07-28T07:14:36.919662922Z,eui-a8610a343237920e,10.3,11.5,3.6,72,,,,,
2024-07-28T07:24:37.736517879Z,eui-a8610a343237920e,10.3,10.8,3,72,,,,,
2024-07-28T07:34:37.596198026Z,eui-a8610a343237920e,10.3,10.4,2.6,72,,,,,
2024-07-28T07:44:37.53433617Z,eui-a8610a343237920e,10.3,10,2.4,72,,,,,
2024-07-28T07:54:37.515341224Z,eui-a8610a343237920e,10.3,9.7,2.2,72,,,,,
2024-07-28T08:04:37.554890829Z,eui-a8610a343237920e,10.3,9.5,2.1,72,,,,,
